,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Visitor_isReturning
141,0.0,0.0,0.0,0.0,9.0,272.5,0.0,0.011851852,0.0,0.2,Feb,1.0,1.0,6,3.0,Returning_Visitor,0.0,False,1
142,3.0,19.0,0.0,0.0,8.0,344.0,0.0,0.007407406999999999,0.0,0.0,Feb,2.0,4.0,2,3.0,Returning_Visitor,0.0,False,1
143,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,2.0,2.0,2,3.0,Returning_Visitor,0.0,False,1
144,0.0,0.0,1.0,0.0,1.0,852.0,0.0,0.009090909,0.0,0.0,Feb,2.0,2.0,3,6.0,Returning_Visitor,0.0,False,1
145,0.0,0.0,0.0,0.0,3.0,780.0,0.066666667,0.066666667,0.0,0.4,Feb,2.0,4.0,1,3.0,Returning_Visitor,0.0,False,1
146,0.0,0.0,0.0,0.0,3.0,1038.0,0.0,0.033333333,0.0,0.0,Feb,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
147,0.0,0.0,0.0,0.0,4.0,573.0,0.0,0.05,0.0,0.0,Feb,2.0,2.0,3,3.0,Returning_Visitor,0.0,False,1
148,0.0,0.0,0.0,0.0,28.0,1231.233333,0.007142857,0.030357143,0.0,0.0,Feb,1.0,1.0,4,3.0,Returning_Visitor,0.0,False,1
149,0.0,0.0,0.0,0.0,11.0,316.6666667,0.0,0.027272727000000004,0.0,0.8,Feb,2.0,2.0,2,1.0,Returning_Visitor,0.0,False,1
150,0.0,0.0,0.0,0.0,20.0,873.7365079,0.0075,0.028166667000000006,0.0,0.0,Feb,1.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
151,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,Feb,2.0,2.0,3,4.0,Returning_Visitor,0.0,False,1
152,0.0,0.0,0.0,0.0,4.0,16.0,0.1,0.15,0.0,0.0,Feb,2.0,5.0,5,1.0,Returning_Visitor,0.0,False,1
153,0.0,0.0,0.0,0.0,19.0,615.0,0.0,0.026315789,0.0,0.2,Feb,2.0,2.0,3,3.0,Returning_Visitor,0.0,False,1
154,0.0,0.0,0.0,0.0,9.0,261.75,0.0,0.026666667,0.0,0.0,Feb,2.0,6.0,1,1.0,Returning_Visitor,0.0,False,1
155,0.0,0.0,0.0,0.0,21.0,615.8831169,0.033333333,0.04993081,0.0,0.0,Feb,3.0,2.0,2,1.0,Returning_Visitor,1.0,False,1
156,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,3.0,99.0,3,2.0,Returning_Visitor,0.0,False,1
157,0.0,0.0,0.0,0.0,6.0,117.5,0.0,0.033333333,0.0,0.8,Feb,1.0,1.0,1,3.0,Returning_Visitor,1.0,False,1
158,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,1.0,1.0,1,3.0,Returning_Visitor,0.0,False,1
159,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,3.0,2.0,3,3.0,Returning_Visitor,0.0,False,1
160,0.0,0.0,0.0,0.0,23.0,501.6666667,0.008695652,0.01884058,0.0,0.6,Feb,1.0,1.0,4,2.0,Returning_Visitor,0.0,False,1
161,2.0,58.0,2.0,22.0,31.0,829.1666667000002,0.03030303,0.040606061,0.0,0.0,Feb,1.0,1.0,1,1.0,Returning_Visitor,1.0,False,1
162,1.0,9.5,0.0,0.0,23.0,1223.0,0.015217391,0.012463768,0.0,0.0,Feb,1.0,1.0,1,2.0,Returning_Visitor,1.0,False,1
163,0.0,0.0,0.0,0.0,6.0,467.0,0.0,0.016666667,0.0,0.4,Feb,1.0,1.0,3,3.0,Returning_Visitor,0.0,False,1
164,0.0,0.0,0.0,0.0,23.0,737.1666667000002,0.008695652,0.011594203,0.0,0.6,Feb,2.0,2.0,1,3.0,Returning_Visitor,0.0,False,1
165,0.0,0.0,0.0,0.0,12.0,129.0,0.0,0.033333333,0.0,0.0,Feb,1.0,1.0,3,2.0,Returning_Visitor,0.0,False,1
166,0.0,0.0,0.0,0.0,5.0,63.0,0.0,0.04,0.0,0.0,Feb,2.0,2.0,1,3.0,Returning_Visitor,0.0,False,1
167,0.0,0.0,0.0,0.0,5.0,125.0,0.08666666699999999,0.166666667,0.0,0.0,Feb,2.0,2.0,1,3.0,Returning_Visitor,0.0,False,1
168,0.0,0.0,0.0,0.0,11.0,684.3333332999998,0.018181818,0.063636364,0.0,0.0,Feb,2.0,4.0,6,1.0,Returning_Visitor,0.0,False,1
169,0.0,0.0,0.0,0.0,20.0,665.4722222,0.0,0.0145,0.0,0.8,Feb,3.0,2.0,7,4.0,Returning_Visitor,1.0,False,1
170,1.0,0.0,0.0,0.0,15.0,487.5,0.0,0.019166667,0.0,0.8,Feb,1.0,1.0,2,4.0,Returning_Visitor,1.0,False,1
